"Descrizione","Tipo","Chiuso","Indirizzo","Cap","Citta","Prov.","lat","long"
"ROEMERKELLER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA MERCATO, 12",39022,"LAGUNDO","BZ",46.6807299836915,11.1159899696316
"ROLAND BAR RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA ALFRED NOBEL, 8",39055,"LAIVES","BZ",46.4145300008424,11.3286500011239
"ROMAGNOLO  BIRRERIA BAR","BAR TAVOLA CALDA","XXX","PIAZZA GIACOMO MATTEOTTI, 8",39100,"BOLZANO","BZ",46.4900200192304,11.3363900181541
"ROMANTIK OBERWIRT HOTEL RISTORANTE","RISTORANTE","MAI","VIC. SAN FELICE, 2",39020,"MARLENGO","BZ",46.6576100125246,11.1401799745579
"ROSA D'ORO RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA PRINCIPALE, 73",39028,"SILANDRO","BZ",46.6286699830688,10.7749999830383
"ROSA GASTROF ALBERGO BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","PIAZZA DIOBONO, 0",39040,"TRODENA NEL PARCO NATURALE","BZ",46.3116172703056,11.3944292366286
"ROSE HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA SAN GIORGIO, 24",39050,"TIRES","BZ",46.4684900112769,11.5249400080764
"ROSMARIN PIZZERIA RISTORANTE","RISTORANTE / PIZZERIA","XXX","VIA JOSEF JUNGMANN, 1",39032,"CAMPO TURES","BZ",46.9206799831803,11.9550000373065
"ROSSKOPF HOTEL RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA BRENNERO, 36",39049,"VIPITENO","BZ",46.8942100167713,11.4355800354088
"ROSTICCERIA CINESE","GASTRONOMIA/ROSTICCERIA","MAI","CORSO DELLA LIBERTA', 64",39100,"BOLZANO","BZ",46.5019700147686,11.3386900123855
"ROSTICCERIA LA CINA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA ARMANDO DIAZ, 29",39100,"BOLZANO","BZ",46.5023399919748,11.3435400330199
"ROTER ADLER RESTAURANT","RISTORANTE","LUN","V. CITTA' VECCHIA, 24",39049,"VIPITENO","BZ",46.9001599945594,11.4303400048196
"ROUTE 66 PIZZA AL TAGLIO","FAST FOOD","XXX","VIA CENTRALE, 80",39031,"BRUNICO","BZ",46.7950099831424,11.9366900212768
"ROXY BAR","BAR TAVOLA FREDDA","DOM","V. CESARE BATTISTI, 5",39100,"BOLZANO","BZ",46.5002300154885,11.3416499976728
"RUCK ZUCK RISTORANTE","RISTORANTE","S&D","VIA GEORG MAHL, 40",39031,"BRUNICO","BZ",46.7852700021049,11.9212900343916
"SACK JACK","FAST FOOD","XXX","VIA MUSEO, 58",39100,"BOLZANO","BZ",46.5002099827398,11.3483899698352
"SAFETY PARK RISTORANTE","RISTORANTE","S&D","VIA ISCHIA FRIZZI, 3",39051,"VADENA","BZ",46.4344099892463,11.314370004141
"SAKE RISTORANTE","RISTORANTE / PIZZERIA","","VIA LUIGI GALVANI, 3",39100,"BOLZANO","BZ",46.4770299971462,11.3335499779012
"SAKURA RISTORANTE","RISTORANTE","XXX","VIALE TRIESTE, 17",39100,"BOLZANO","BZ",46.4934353269051,11.3456261549525
"SALEGG RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MER","V. SCILIAR, 55",39040,"CASTELROTTO","BZ",46.5386900010233,11.5564299801162
"SALEGG RISTORANTE PIZZERIA","RISTORANTE","DOM","V. SCHLERN, 55",39040,"CASTELROTTO","BZ",46.5386900010233,11.5564299801162
"SALEWA BIVAC  RISTORANTE","RISTORANTE","XXX","VIA WALTRAUD GEBERT DEEG, 6",39100,"BOLZANO","BZ",46.4699399967072,11.3154699612947
"SAMYR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","V. CAMPING, 1",39034,"DOBBIACO","BZ",46.7345200091295,12.1936800108262
"SAN FLORIANO DA GIO BAR RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA SAN FLORIANO, 17",39044,"EGNA","BZ",46.2837599899078,11.2409000244182
"SAN GEORGE RISTORANTE","RISTORANTE / PIZZERIA","MER","FRAZIONE AGUMES, 36/A",39026,"PRATO ALLO STELVIO","BZ",46.6221400194904,10.5824899629608
"SAN GIORGIO BAR","BAR","MAI","VIA BARI, 59",39100,"BOLZANO","BZ",46.4856900118691,11.3228499755836
"SAN LEONARDO TRATTORIA","TRATTORIA","DOM","PIAZZA SAN LEONARDO, 4",39051,"BRONZOLO","BZ",46.4027600066749,11.3189900253522
"SAN LUGANO RISTORANTE","RISTORANTE","MER","VIA VAL DI FIEMME, 12",39040,"TRODENA NEL PARCO NATURALE","BZ",46.3132300071014,11.3918700029104
"SAN MICHELE MENSA INTERNA","MENSA RISERVATA","MAI","VIA DEL LAGHETTO, 18",39042,"BRESSANONE","BZ",46.7082499930208,11.6529900076115
"SAN QUIRINO BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA SAN QUIRINO, 35",39100,"BOLZANO","BZ",46.4966500208232,11.3441899657921
"SANDIS BISTRO'","BAR TAVOLA CALDA","MAI","VIA VON OTTENTAL, 2",39032,"CAMPO TURES","BZ",46.9176500090014,11.9536200407676
"SANTA GELTRUDE MENSA","MENSA","MAI","VIA SANTA GELTRUDE, 3",39100,"BOLZANO","BZ",46.4870599920336,11.3490699936399
"SANTA GELTUDE MENSA","MENSA RISERVATA","S&D","VIA SANTA GELTRUDE, 3",39100,"BOLZANO","BZ",46.4870599920336,11.3490699936399
"SANTHER'S RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA SCILIAR, 39",39040,"CASTELROTTO","BZ",46.540169993667,11.5638300271536
"SAPORI E SENSAZIONI SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","MAI","VIA MILANO, 76",39100,"BOLZANO","BZ",46.4898699831636,11.3306500070405
"SAPORI E SENSAZIONI SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","MAI","VIALE DRUSO, 199",39100,"BOLZANO","BZ",46.4949399868468,11.3311799947783
"SARNER IMBISS BAR","BAR TAVOLA CALDA","DOM","STRADA STATALE 508, 12",39010,"SARENTINO","BZ",46.6665386453192,11.3652561103022
"SAXIFRAGA KURHAUS","RISTORANTE / PIZZERIA","MAI","PASSEGGIATA LUNGO PASSIRIO, 10/A",39012,"MERANO","BZ",46.6704199913286,11.1625899985258
"SCHAURHOF HOTELBZ","RISTORANTE","XXX","FRAZIONE NOVALE DI SOTTO - RIED, 20",39049,"VIPITENO","BZ",46.9196096078269,11.4473388744639
"SCHEMMERSTUBE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","HERZOG DIET STRASSE, 17",39031,"BRUNICO","BZ",46.8031600009665,11.9534399974874
"SCHENNERHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA SCENA, 3",39017,"SCENA","BZ",46.6890799937253,11.187920026103
"SCHLECHT'N SEPPL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","SAB","VIA PROVINCIALE, 5",39019,"TIROLO","BZ",46.7096100000001,11.1423189770001
"SCHLOSSHOF RISTORANTE","RISTORANTE","MAI","VIA BRENNERO, 21",39053,"CORNEDO ALL'ISARCO","BZ",46.4945227575553,11.3943662860424
"SCHNEEBERG HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","RIDNAUN, 22",39040,"RACINES","BZ",46.9098007005318,11.3053354916955
"SCHOBERHOF RISTORANTE","RISTORANTE / PIZZERIA","DOM","FRAZIONE SAN PIETRO MEZZOMONTE, 24",39040,"VELTURNO","BZ",46.66690001109,11.6133900413352
"SCHONEGG RESTAURANT BAR","RISTORANTE / PIZZERIA","DOM","VIA STAZIONE, 34",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4545799915002,11.2624300323718
"SCHUBERT CAFFE' BAR","BAR TAVOLA CALDA","MAI","VIA ARGENTIERI, 18",39100,"BOLZANO","BZ",46.4991599817291,11.3533099793612
"SCHUPFE PUB BAR","BAR TAVOLA CALDA","MAI","LOCALITA' AUE, 12",39030,"SAN LORENZO DI SEBATO","BZ",46.7763900043333,11.8816599770829
"SCHUSTER RISTORANTE HOTEL","RISTORANTE","MER","VICOLO PARROCCHIA, 1",39041,"BRENNERO","BZ",46.938349998993,11.4445100312329
"SCHWARZENBACH RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","RIO NERO, 7",39040,"ORA","BZ",46.3419399952245,11.2957699742614
"SEERAST HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MER","FRAZIONE SANTA VALBURGA, 210",39016,"ULTIMO","BZ",46.5454587345882,10.9967311063875
"SEICOMESEI RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA BRUNO BUOZZI, 3",39100,"BOLZANO","BZ",46.4748999879113,11.3267700240606
"SEIDNER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA RALSER, 1",39049,"VIPITENO","BZ",46.8979799872721,11.4327399951558
"SEILBAHN PUB BAR","BAR TAVOLA CALDA","MAI","STRADA SCHOLER, 1",39018,"TERLANO","BZ",46.5632100014776,11.2248100392636
"SEILBAHNBAR PANORAMA","BAR TAVOLA FREDDA","GIO","P.ZA FUNIVIA, 27",39037,"RIO DI PUSTERIA","BZ",46.8148400154034,11.6641400343106
"SEMPRE BISTRO TRATTORIA","TRATTORIA","DOM","V. PRINCIPALE, 45",39021,"LACES","BZ",46.6174490320026,10.860051210287
"SENFTER'S BISTRO' CAFE' RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA MERCATO VECCHIO, 4",39038,"SAN CANDIDO","BZ",46.7320299971532,12.2829300129241
"SEPPI RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MER","VIA DEI GIUDICI, 1",39037,"RIO DI PUSTERIA","BZ",46.7963600143773,11.6668400129615
"SERENISSIMA RISTORANZIONE C/O AGIP","SELF-SERVICE","MAI","V. KEPLERO 1",39100,"BOLZANO","BZ",46.4718111085714,11.3174002240976
"SERVUS MENSA","MENSA","S&D","ZONA ARTIGIANALE, 1",39030,"CHIENES","BZ",46.7995100174097,11.8439799695481
"SHANG HAI RISTORANTE CINESE","RISTORANTE","LUN","V. J. B. PURGER, 181",39046,"ORTISEI","BZ",46.5746800073305,11.6588799709728
"SHIRO RISTORANTE","RISTORANTE","XXX","CORSO DELLA LIBERTA', 32",39100,"BOLZANO","BZ",46.5014899831738,11.3414400309983
"SHULBAR ALBERT EINSTEIN FERRARI","BAR TAVOLA FREDDA","MAI","VIA KARL WOLF, 38",39012,"MERANO","BZ",46.6790000007856,11.1536699771665
"SHUN RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA GUGLIELMO MARCONI, 12",39100,"BOLZANO","BZ",46.495257046319,11.3508663287257
"SIGMUND RISTORANTE","RISTORANTE / PIZZERIA","MER","CORSO DELLA LIBERTA', 2",39012,"MERANO","BZ",46.670449998542,11.1645900044425
"SKI BAR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","S.DA SUREGA SAN CASSIANO, 12",39030,"BADIA","BZ",46.5807799792759,11.9195399768276
"SMILE RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA PIAVE, 50",39012,"MERANO","BZ",46.6639600166417,11.1591000255007
"SNACK POINT","BAR TAVOLA FREDDA","XXX","V. ROMA, SNC",39100,"BOLZANO","BZ",46.4919302333796,11.3415253660876
"SNACK POINT FORNPLATZ","BAR TAVOLA CALDA","MAI","PIAZZA DEL GRANO, 12",39100,"BOLZANO","BZ",46.4993899811522,11.3552499708511
"SNACK POINT ORTISEI","FAST FOOD","DOM","P.ZA FEVER, SNC",39046,"ORTISEI","BZ",46.5914750000001,11.6853984530001
"SNETON STUBE ENOTECA WALTER RISTORANTE","RISTORANTE / PIZZERIA","MER","VIA SNETON, 26",39046,"ORTISEI","BZ",46.5762900032924,11.6712499836792
"SOLALA RISTORANTE","RISTORANTE","MAI","VIA ALTO ADIGE, 3",39100,"BOLZANO","BZ",46.4973600099317,11.3551099930681
"SONNE ALBERGO RISTORANTE","RISTORANTE","DOM","VIA SAN GIOVANNI, 1",39035,"MONGUELFO TESIDO","BZ",46.7583899929926,12.1033400260393
"SONNE RISTORANTE","RISTORANTE / PIZZERIA","MAI","VICOLO FABBRI, 12",39028,"SILANDRO","BZ",46.63125999115,10.7587899690302
"SONNECK GASTHAUS RIST. BAR","RISTORANTE / PIZZERIA","MAR","VIA ALLITZ, 11",39023,"LASA","BZ",46.6309700192097,10.7182600305966
"SORRENTO BAR","BAR TAVOLA FREDDA","XXX","VIA SORRENTO, 33",39100,"BOLZANO","BZ",46.4928600175739,11.3284800161275
"SOTTOMONTE BAR","BAR TAVOLA CALDA","MAR","VIA SOTTOMONTE, 77",39055,"LAIVES","BZ",46.4274600084999,11.3434599858445
"SOUL KITCHEN","RISTORANTE","MAI","V. BUOZZI, 7/A",39100,"BOLZANO","BZ",46.4741500171247,11.3262100291095
"SOUL KITCHEN RISTORANTE","RISTORANTE","DOM","VIA BRUNO BUOZZI, 7",39100,"BOLZANO","BZ",46.4743300184954,11.326280018001
"SPANGLWIRT RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA VALLE AURINA, 23",39032,"CAMPO TURES","BZ",46.9190199891659,11.9509499855111
"SPECKSTUBE RISTORANTE","RISTORANTE","MAI","VIA JOHANN WOLFANG VON GOETHE, 32",39100,"BOLZANO","BZ",46.498289982089,11.3524800033087
"SPEEDY PIZZA","RISTORANTE / PIZZERIA","LUN","VIA GUGLIELMO MARCONI, 20",39055,"LAIVES","BZ",46.4266200160732,11.3337700028595
"SPICY KEBAB HOT FAST FOOD","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA GIUSEPPE GARIBALDI, 30",39100,"BOLZANO","BZ",46.4954499837455,11.3559399691205
"SPIZZICO FAST FOOD","FAST FOOD","MAI","VIA MUSEO, 1",39100,"BOLZANO","BZ",46.4995900152715,11.3523299672419
"SPORT BAR","TRATTORIA","LUN","V. RIO VALLARSA, 12",39055,"LAIVES","BZ",46.4181500190953,11.3379799813675
"SPORT BAR","BAR TAVOLA CALDA","DOM","VIA DANTE ALIGHIERI, 14",39042,"BRESSANONE","BZ",46.7209199940418,11.6510299833729
"SPORT BAR PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA KESSELWEG, 8/A",39040,"LAION","BZ",46.6101199931512,11.5659099964266
"SPORT BAR TERLANO","BAR TAVOLA CALDA","XXX","VIA NIEDERTHOR, 11",39018,"TERLANO","BZ",46.5260899888939,11.2503800407287
"SPORT TONY CONAD","MARKET CON GASTR./SUPERMERCATO","DOM","STRADA COLZ, 56",39036,"BADIA","BZ",46.5839700058959,11.9037199727743
"SPORTBAR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","ZONA SPORTIVA, 1",39030,"FALZES","BZ",46.8081300085448,11.8820799942511
"SPORTCENTER BAR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA FORA, 1",39050,"NOVA PONENTE","BZ",46.4129200048805,11.4343799983311
"SPORTCENTER TELFEN","RISTORANTE / PIZZERIA","MAI","LOCALITA' TELFEN-LANZIN, 7",39040,"CASTELROTTO","BZ",46.5555699805522,11.5550400091126
"SPORTING RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","LARGO MUNICIPIO, 28",39044,"EGNA","BZ",46.313510004577,11.2719699792899
"SPORTLER BAR","BAR TAVOLA FREDDA","XXX","VIA ARGENTIERI, 2",39100,"BOLZANO","BZ",46.4990300203203,11.3546599686866
"SPORT'S ARENA","RISTORANTE","LUN","V. HARRASSER, 2",39031,"BRUNICO","BZ",46.7819899957543,11.9423599596798
"SPORTS ARENA RISTORANTE-BAR-PUB","RISTORANTE / PIZZERIA","LUN","VIA HARRASSER, 1",39031,"BRUNICO","BZ",46.7817099982788,11.9423899668932
"SPORTWIRT BAR PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA VECCHIA, 18",39040,"VARNA","BZ",46.7328999967933,11.6429000402069
"SPOTHUETTE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA TIOSLER, 3",39040,"CASTELROTTO","BZ",46.5671199916709,11.5652899870487
"SPOTTI RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA ZIELSTRASSE, 5",39020,"PARCINES","BZ",46.6773299903969,11.0610399726131
"ST. FLORIAN","RISTORANTE","XXX","V. S. FLORIANO, SN",39040,"LAGHETTI","BZ",46.2872081153761,11.2327539827534
"ST. MICHAEL RISTORANTE","RISTORANTE / PIZZERIA","SAB","LOCALITA' SAN MICHELE, 21",39040,"CASTELROTTO","BZ",46.5788099805726,11.6025899590936
"ST URBAN HOTEL RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA SANT'URBANO, 2",39040,"ORA","BZ",46.3540800085077,11.2989599589719
"STADELE RISTORANTE","RISTORANTE","MAI","VIA DELLE QUERCE, 2",39011,"LANA","BZ",46.6185200012375,11.1450099624437
"STADTLCAFE BAR","BAR TAVOLA CALDA","MER","PIAZZA TINNE, 11",39043,"CHIUSA","BZ",46.639319987334,11.5647800320595
"STAMM BAR","BAR TAVOLA CALDA","DOM","VIA ALOIS KUPERION, 30",39012,"MERANO","BZ",46.6526799866244,11.1587499972241
"STAZIONE BAR","BAR TAVOLA CALDA","DOM","PIAZZA STAZIONE, 1",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4531100152308,11.2685800023696
"STEINERHOF RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA JOHN FITZGERALD KENNEDY, 32",39055,"LAIVES","BZ",46.4298799896752,11.3434899930579
"STEINMANNWALD RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA BRENNERO, 51",39055,"LAIVES","BZ",46.4378899878067,11.3454599917612
"STELLA ALPINA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA CLAUDIA AUGUSTA, 97",39100,"BOLZANO","BZ",46.4818500105673,11.3418499898826
"STELLA ALPINA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","V. CLAUDIA AUGUSTA, 97",39100,"BOLZANO","BZ",46.4818500105673,11.3418499898826
"STELLA STERN HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAR","VIA CENTRO, 18",39050,"NOVA PONENTE","BZ",46.4114506093629,11.5022896651063
"STELLINA BAR","BAR TAVOLA CALDA","MAI","VIA GIUSEPPE DI VITTORIO, 6",39100,"BOLZANO","BZ",46.4747100120758,11.3290799927568
"STERN ALBERGO RISTORANTE","RISTORANTE","MAI","V. CASERE, 6",39030,"PREDOI","BZ",47.0502300081077,12.1287100352946
"STERN BAR RESTAURANT","RISTORANTE","XXX","LOCALITA' CENTRO, 3",39040,"LAUREGNO","BZ",46.4645841548232,11.0522241384932
"STERNHOF CAFE' BAR","BAR TAVOLA CALDA","DOM","VIA DANTE ALIGHIERI, 4",39031,"BRUNICO","BZ",46.7972099812688,11.9405900370053
"STERZING PIZZA EXPRESS","RISTORANTE / PIZZERIA","XXX","VIA RIO SCALERES, 42",39042,"BRESSANONE","BZ",46.7214599981538,11.6525699904433
"STOLL HOTEL RISTORANTE","RISTORANTE","MAI","LOC. LANCA DI SOTTO, 16",39030,"VALLE DI CASIES","BZ",46.772600001084,12.1916499976961
"SUBITO  SELF SERVICE","SELF-SERVICE","MAI","VIA MUSEO, 54",39100,"BOLZANO","BZ",46.5000799794216,11.3495599996995
"SUBWAY FAST FOOD","FAST FOOD","MAI","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"SUBWAY FAST FOOD","FAST FOOD","XXX","VIALE DELLA STAZIONE, 9",39100,"BOLZANO","BZ",46.4974799968756,11.3552499708511
"SUEDITROL BAR","BAR TAVOLA CALDA","MAI","VIA INNSBRUCK, 33",39100,"BOLZANO","BZ",46.4936349683707,11.3812865969869
"SUNSHINE HOTEL RISTORANTE","RISTORANTE","MAR","VIA NORDRING, 1",39031,"BRUNICO","BZ",46.7978700142344,11.9238500352594
"SUPERSTAR KEBAP PIZZERIA RISTORANTE","BAR TAVOLA FREDDA","MAI","VIA GEIZKOFLER, 1",39049,"VIPITENO","BZ",46.8990499791219,11.4320800040998
"SURVISC AGRITURISMO","TRATTORIA","DOM","V. CIANS, 13",39030,"LA VALLE","BZ",46.6613099941338,11.9216900188111
"SUSHI THAI ORIENTALE","RISTORANTE / PIZZERIA","MAI","VIA STAZIONE, 10",39052,"CALDARO SULLA STRADA DEL VINO","BZ",46.4169200167139,11.2494499847523
"SUSHI-THAI BAR","BAR TAVOLA FREDDA","MAI","VIA ANDREAS HOFER, 51",39011,"LANA","BZ",46.6137200205651,11.1549300286709
"TAJ MAHAL RISTORANTE","RISTORANTE","MAI","V. ASLAGO, 8",39100,"BOLZANO","BZ",46.4838000184315,11.3441700168625
"TALLERO CITY LOUNGE BAR","BAR TAVOLA FREDDA","MAI","VIA MERCATO VECCHIO, 35",39042,"BRESSANONE","BZ",46.7189300044994,11.6562199740001
"TALSTUBE BAR RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA ENZASCHACHEN, 3",39030,"VALLE AURINA","BZ",46.9795536586555,11.9402691171041
"TEATRO BAR BISTRO","RISTORANTE / PIZZERIA","LUN","PIAZZA JOHANN W. VON GOETHE, 2",39049,"VIPITENO","BZ",46.8973899851075,11.4338500105933
"TELSER RISTORANTE","RISTORANTE / PIZZERIA","MER","GALLERIA TELSER, 10",39100,"BOLZANO","BZ",46.5017600061846,11.3351400249336
"TEMPELE SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","XXX","VIA MERCATO VECCHIO, 10",39038,"SAN CANDIDO","BZ",46.7317699905167,12.2840599772912
"TENIS BAR","BAR TAVOLA CALDA","MAI","VIA IM GELANDE, 3",39031,"BRUNICO","BZ",46.7780000002952,11.9376899823256
"TENNIS BAR","BAR TAVOLA CALDA","DOM","VIA MICHAEL PACHER, 2",39100,"BOLZANO","BZ",46.5058600141228,11.3366699737202
"TENNIS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA ARNARIA, 5",39046,"ORTISEI","BZ",46.5743200045891,11.6477400025575
"TERME RISTORANTE","RISTORANTE","XXX","VIA PIAVE, 2",39012,"MERANO","BZ",46.6687499809399,11.1591199744302
"TERRAZZA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA SNETON, 7",39046,"ORTISEI","BZ",46.5757999972328,11.6716000119557
"TERRY BAR","BAR TAVOLA FREDDA","DOM","VIA ORAZIO, 34",39100,"BOLZANO","BZ",46.4975999838196,11.3423900359042
"TESTA ROSSA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","PIAZZA CAPPUCCINI, 9",39031,"BRUNICO","BZ",46.7965799974262,11.9400299582351
"T.F EXCELSIOR","TRATTORIA","DOM","V. BASTIONI MAGGIORI, 7",39042,"BRESSANONE","BZ",46.7171299907924,11.6570600083363
"THALER AROME RISTORANTE","RISTORANTE","DOM","VIA DEI PORTICI, 69",39100,"BOLZANO","BZ",46.4995699825229,11.3528199733015
"THE GALLERY TABAS BAR","RISTORANTE / PIZZERIA","MAI","VIA MAINARDO, 41",39012,"MERANO","BZ",46.6729600013574,11.1537999804848
"THEATER CAFE' BAR","BAR TAVOLA FREDDA","S&D","VIA SCILIAR, 1",39100,"BOLZANO","BZ",46.4982500004108,11.3578699861457
"THERME MERANO BISTROT RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIALE DELLE TERME, 9",39012,"MERANO","BZ",46.6693300086396,11.163149993477
"THUINERWALDELE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","LOCALITA' TUNES, 68",39049,"VIPITENO","BZ",46.8927299822181,11.4193599631169
"TIAN TIAN RISTORANTE","GASTRONOMIA/ROSTICCERIA","MAI","VIA VITTORIO VENETO, 31",39042,"BRESSANONE","BZ",46.7094900117766,11.6519000249225
"TIE BREAK RISTORANTE","RISTORANTE / PIZZERIA","XXX","VIA JOHANN KOFLER, 28",39049,"VIPITENO","BZ",46.8945966457972,11.4374862435261
"TIFFANY BAR","BAR TAVOLA CALDA","XXX","PIAZZA DELLA VITTORIA, 33",39100,"BOLZANO","BZ",46.5004000004849,11.3428399764666
"TIME OUT CAFE' BAR","BAR TAVOLA FREDDA","DOM","C.SO LIBERTA', 15/B",39100,"BOLZANO","BZ",46.5011899948591,11.3421499781973
"TIP TOP CAFE' BISTROT BAR","BAR TAVOLA CALDA","DOM","CORSO DELLA LIBERTA', 180",39012,"MERANO","BZ",46.6708400084967,11.1595699988117
"TIP TOP RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA SAN VIGILIO, 35",39100,"BOLZANO","BZ",46.4857200190824,11.3484799914753
"TISENE CAFE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA PRINCIPALE, 65",39010,"TESIMO","BZ",46.5882413577927,11.0854775253556
"TIVOLI BAR","BAR TAVOLA FREDDA","XXX","GALL. VINTLER, 1",39100,"BOLZANO","BZ",46.5004899802154,11.3554200396665
"TIVOLI RISTORANTE","RISTORANTE","MAI","VIA DOKTOR JOSEPH STREITER, 18",39100,"BOLZANO","BZ",46.5002399899532,11.355349966956
"TOGIVA BAR","BAR TAVOLA CALDA","DO","VIA ROMA, 31",39100,"BOLZANO","BZ",46.4929900208921,11.3412699621828
"TOGIVA BAR PANINOTECA","TAVOLA FREDDA","","VIA ROMA,31",39100,"BOLZANO","BZ",46.4929900208921,11.3412699621828
"TOM BAR","BAR TAVOLA FREDDA","MAI","VIA GIACOMO PUCCINI, 30",39100,"BOLZANO","BZ",46.4926699998289,11.3133999664865
"TOM BAR","BAR TAVOLA CALDA","MAI","VIA GIACOMO PUCCINI, 30",39100,"BOLZANO","BZ",46.4926699998289,11.3133999664865
"TOMANEGGER GASTHOF RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA VALAS, 26",39050,"SAN GENESIO ATESINO","BZ",46.5510242697004,11.3201443665637
"TORGGLKELLER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA TINNE, 7",39043,"CHIUSA","BZ",46.6400200019777,11.5642000043598
"TOSCA 2 PASTICCINI CAFE'","BAR TAVOLA FREDDA","GIO","V. A. ROSMINI, 91",39100,"BOLZANO","BZ",46.4996499877887,11.3477800187412
"TOSCANO DOC RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA DEI CAPPUCCINI, 8",39100,"BOLZANO","BZ",46.4967099933404,11.3521200005673
"TOURLE' RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA GALILEO GALILEI, 6",39100,"BOLZANO","BZ",46.4869499795544,11.3397700206096
"TRADING CENTER BAR","BAR TAVOLA FREDDA","S&D","P.ZA GIACOMO MATTEOTTI, 9",39100,"BOLZANO","BZ",46.489899990377,11.3360699970909
"TRADING CENTER BAR","BAR TAVOLA FREDDA","MAI","VIA MASO DELLA PIEVE, 60",39100,"BOLZANO","BZ",46.4695400122877,11.3347999711217
"TRAMETSH RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA PLOSE, 37",39042,"BRESSANONE","BZ",46.7075900019647,11.6612099724175
"TRANSILVANIA BAR RISTORO","BAR TAVOLA CALDA","DOM","V. PIE' DI VIRGOLO, 1",39100,"BOLZANO","BZ",46.4927000070422,11.3549799897498
"TRATTORIA BAR BRUNNER","TRATTORIA","SAB","VIA LUIGI NEGRELLI, 128",39055,"LAIVES","BZ",46.4222200198203,11.3392700400852
"TRATTORIA DA IGNAZIO","RISTORANTE","DOM","ZONA PRODUTTIVA, 25",39055,"LAIVES","BZ",46.444330013564,11.3394599740112
